review_title,review_body,review_rating
The AI is Upon Us...,"I like this small personal assistant that has integrated so seamlessly into my daily life. My calendar and most of my apps are handy at voice command from across the room. And Since Alexa Bluetooths into my audiobook library and the huge Amazon music library, I have endless entertainment. There is much more to say for for a small voice recognition device...",5.0 out of 5 stars
Easy t use,Easy to install,4.0 out of 5 stars
Amazon music subscribers beware,"Purchased this dot mainly for music in another portion of the house. Poor sound quality. Didn’t expect much, but certainly disappoints even a reasonable expectation. I also find it unacceptable that I have to purchase a separate amazon music account for this device.",2.0 out of 5 stars
Simple to use,Music alarm news general information,5.0 out of 5 stars
LOVE my dots!,"I now have four. They are hooked into my house lighting, it's heating and air conditioning, and soon the locks on our doors. They have simplified my list making for shopping and wake me up each morning. They are now an indispensable part of our lives.",5.0 out of 5 stars
Great product,Easy to set up works great,5.0 out of 5 stars
Perfect,Like it,5.0 out of 5 stars
Versatile Little Device.,"It was a gift, so just having fun with it so far. I've used it for alerts some, as a list maker, and playing great oldies.",5.0 out of 5 stars
Does as it says.,Works as advertised. Easy setup and installation.,5.0 out of 5 stars
Quality of sound,Perfect for bedroom sounds,5.0 out of 5 stars
Love it,Works great,5.0 out of 5 stars
wonderful product!,wonderful product!,5.0 out of 5 stars
no volume or very little,Its great if you are in a little place,3.0 out of 5 stars
Five Stars,cool device,5.0 out of 5 stars
Must be plugged in,"It doesn’t respond a lot of times and has to be plugged in at all times.
Def wouldn’t have bought this if I had known",1.0 out of 5 stars
Want to keep your 8-year-old occupied all evening? Buy them a Dot.,"Recieved in perfect condition. My son is thrilled to have his own Dot.
He called everyone on the contacts list, enabled close to a million skills, set his own(!!!) alarm to wake up tomorrow, and is now if in bed, ON TIME, sleeping to ocean sounds.... Thank you, Amazon.",5.0 out of 5 stars
Great product,I certainly like Alexa’s voice recognition capabilities in addition to seamless syncs with calendar. I also use it as a regular Bluetooth device for some musical gigs.,5.0 out of 5 stars
Best Home entertainment for kids....,"Loved it.... 💞 My girls are ten, six and three years old, all of them liked it too. It's like a talking Google, knowledge master, story teller, collection of music Etc. In short its a all in one entertainment device....",5.0 out of 5 stars
Four Stars,I like it --,4.0 out of 5 stars
Quality,Love It no complaints here,5.0 out of 5 stars
A good buy !,I loved this Echo Dot! So easy to use and is so small and compact.,5.0 out of 5 stars
Fun!,"Got one as a gift, love it!",5.0 out of 5 stars
I wish it had a vudu app,It don't know a lot of answers to my questions,3.0 out of 5 stars
Wife loves it.,Purchased it for my wife she loves it.,5.0 out of 5 stars
👍👍👍👍👍,Perfec,5.0 out of 5 stars
Great gift!,"A gift for my daughter, she loves talking to Alexa and asking her lots of questions. Easy set up and has worked great vs. competition.",5.0 out of 5 stars
Brilliant purchase,"A gift for a friend. I already have one and I'm totally satisfied. It has become an important part of my Smart Home. When I have physical challenges as I go through cancer treatment, I know that I can operate lights w a voice command and even call my neighbors via Alexa if I need help. Really...this has been a life saver. Brilliant...",5.0 out of 5 stars
Very nice,Nice!!!,4.0 out of 5 stars
Language,No it does not speak Spanish,1.0 out of 5 stars
More for office space than home,The speakers arnt loud enough ansh she doesn't always hear you when you say the awakening word,3.0 out of 5 stars
Love it!,Does so much with my echo plus and tons of stuff in my house.,5.0 out of 5 stars
Keep it simple,It is hard for Alexia to understand my favorites from iHeartRadio and Sirius XM,2.0 out of 5 stars
Great gifts,Great all around gifts!,5.0 out of 5 stars
Decent speaker,We use this in all the rooms of our house along with the larger echo in our living room. Decent speaker for such a little thing!,5.0 out of 5 stars
Its ok,I really don't know what to do with it other then play music. My kids ask it all kinds of crazy questions she doesn't know the answer to...lol,5.0 out of 5 stars
It is limited as to what it can do.,I use it to listen to music and it works fine.,4.0 out of 5 stars
Coffee,Turns the coffe on great!,5.0 out of 5 stars
Easy to install,"It is a lot of fun for my granddaughter
We could play all kids songs
Love it",5.0 out of 5 stars
Quality affordable product,"Love Alexa, my kids like playing 20 Questions and I like having both my Spotify and amazon prime music played by Alexa at my request. Great product.",5.0 out of 5 stars
As good as non refurbished,Works great.,5.0 out of 5 stars
Very low volume,Volume is very low and not portable battery compared to Sony,1.0 out of 5 stars
Speaker quality could be a little better,I Feel like the speaker could be louder and bettter quality but overall good for the price,3.0 out of 5 stars
News headlines,Very handy when you need a quick answer.,4.0 out of 5 stars
Dumb,"Doesn't 'listen'... I ask to play rain sounds; ""here's a station you might like"" (reggae music)... or play nature sounds- ""hmm I'm not sure.""",2.0 out of 5 stars
You can turn on in advance with phone.,"It was white. Living room light, TV and bedroom light. Music, time, directions and jokes. It's Great!",5.0 out of 5 stars
Does not work as advertised with an F150,Bought it to interface with Ford sync on an F150. Never did get it to work. Was a waste of $$’s,2.0 out of 5 stars
Great value,"These little devices are just awesome. Plain and simple. I get an Alexa virtual assitant in almost every room in the house. When I want to listen to music, the little speakers are not good enough for music, but Bluetooth speakers ir wired speakers solve that problem.",5.0 out of 5 stars
Same as the other dots I have.,Works exactly like my other ones.,5.0 out of 5 stars
It is very useful,"My kids love it, and asked Alexa hundreds of questions every day!!",5.0 out of 5 stars
echo,satisfied so far. Every day it is something new,5.0 out of 5 stars
What would you do without Alexa!,Best tech product out there. Great alarm setup. Amazon music is the best. Great speakers for apt living.,5.0 out of 5 stars
Echo,Love it,5.0 out of 5 stars
This was a birthday present for my 5 yr old grandson. He loves it!,My grandson loves his Echo Dot!,5.0 out of 5 stars
Very useful for everyday things around the house,"Easy to use. We use it to play music. Create shopping lists , timer for cooking, reminders to take pills & just about anything else you can think of. Somewhat difficult to set up for those not technically inclined but very easy to use.",4.0 out of 5 stars
I love this product,"I love this product. Easy to use, keeps track of lists, plays music and even tells jokes. What's not to love.",5.0 out of 5 stars
Good for the bedroom,"Got this 3rd Echo for my bedroom to control lights and use for alarm. I also like it for the latest news stories. As always, it totally meets my expectations. Love it in the bedroom!",5.0 out of 5 stars
She loves it!,Bought this for my granddaughter's 13th birthday. She loves it!!!!!,5.0 out of 5 stars
i would like a refund,TERRIBLE speaker. terrible quality and low volume potential. it is cheap and do not buy it,1.0 out of 5 stars
The Echo Dot is a lot of fun!,We're really enjoying our Dot. I'm finding new ways to integrate with our daily life.,5.0 out of 5 stars
Simple to use,Information and music,5.0 out of 5 stars
Great for smaller rooms,I love this,5.0 out of 5 stars
Love it works good,Works well in loud rooms,5.0 out of 5 stars
For small to medium sized room,Coolest little speaker for a small to medium room!,5.0 out of 5 stars
Low quality peosuct,Like other Amazon devices this Echo Dot is just a half baked idea. It is low quality and loses connection to WiFi everyday. When it does it also lowers the volume to minimum for some reason. Simply pulling the plug and reconnecting fixes the problem for a few hours but who wants to do that every single day? Good concept but unreliable low quality product.,1.0 out of 5 stars
Good,"I like it but it’s confusing to attach the lights and the alarm to it. Overall, it works well once you get everything working together",5.0 out of 5 stars
Music,Not very updated to music hard to get the music I like,1.0 out of 5 stars
The answer to everyday task,The echo dot is super helpful. It’s like a smart alarm clock that keeps me informed at the same time,5.0 out of 5 stars
"Easy to set up, easy to use, easy listening",We love Alexa. We were sceptical but it was such a great price that we decided to try it and we are delighted.,5.0 out of 5 stars
great,"great gift, idea worked perfectly",5.0 out of 5 stars
Easy to install,Nothing,5.0 out of 5 stars
Mighty mlte,Portable. Easy to use. Versatile.,5.0 out of 5 stars
"I didn't order an Echo Dot, I don't know why Amazon is doggedly reminding me to review one",I dislike being heckled to review a product I didn't buy on your marketplace.,1.0 out of 5 stars
Yes,Works great does all its suppose to,5.0 out of 5 stars
Echo Dot,Not very familiar with it just yet. But so far I like it.,4.0 out of 5 stars
No batteries,Advertising doesn’t show you have to use a cord bought to use by pool no cords very disappointing need to return.,1.0 out of 5 stars
Love it!,"I have Alexia do a lot of things. We love to play games, love the option to set timers and play music.",5.0 out of 5 stars
Great for all ages...,"We purchased 3 of these. One for the kitchen, son's room and office. The entire family enjoys all of the features.",5.0 out of 5 stars
Nothing,It’s Great,5.0 out of 5 stars
Awesome for keeping our household on track!,We now have 4 echo dots. What an amazing device!! So much fun exploring the various functions and uses. I love putting reminders on my kids dots with my phone app. We remind them of their reoccurring chores at different dates & times. We also have Alexa tell them their parents are proud of them at bedtime. Yes we tell them in person but out tech savvy teens get a kick out of Alexa reminding them.,5.0 out of 5 stars
Brilliant,Fantastic. Incredible. Like a little sidekick.,5.0 out of 5 stars
It’s size is convenient-fits into small space.,"I use the dot as an auxiliary speaker,however, it hasn’t worked out as well as expected in terms of communicating with someone in another room.",3.0 out of 5 stars
Grateful gift,It was a gift for my husband. He is not at all tech minded but he uses it often.,5.0 out of 5 stars
"Dot setup fail with Google Pixel (1st gen) Android 9 and Alexa app (plus an ""everywhere"" solution)","I went to add 3 more Dots to my house to finally give us full house multiroom music. The first Dot refused to get past trying to connect to my wireless. The Dot would announce that it was connected and to finish the setup in the Alexa app, but then the Alexa app would never get off the screen trying to connect to Dot/wireless. I finally changed phones and voila it worked the first time. Seems the Pixel on Android 9 couldn't cooperate with the Dot. I changed to my Moto G5 Plus with Android 7 and it just worked. The key seemed to be the Moto/Android 7 would immediately say to manually connect the wifi to the Dot. The Pixel/Android 9 would never suggest connecting manually and even when I did it manually it would connect to the Dot and then nothing would happen and then sometimes it would jump back to the normal wifi network. With the Moto/Android 7 it just worked and then I quickly set up the other two dots.
I also have three wireless access points (APs) and if the Dot's/Echo's are not all on the same AP then there is a good chance they will not all play on the ""everywhere"" group. Since Amazon won't let me forget a network that an Echo/Dot discovered, I had to rename two of my APs with names that the Echo/Dot didn't know. This way they always connect to the one AP and I no longer get a random collection of Dots/Echos playing around the house ... along with an annoyed wife.",5.0 out of 5 stars
Alexa is the best!,I love Alexa. The echo dot is the item I never knew I needed. It does everything from recording shows to playing my favorite music to the cutting the lights off without me moving a muscle,5.0 out of 5 stars
Echo Dot,"I found the Echo Dot fairly easy to set up and use. However, I intended to set up the Echo Dot using the Libratone speaker ""Scene"". I was unable to set up the Libratone ""Scene"" with Echo Dot using WIFI. The only way I was able to use the Libratone speaker was through bluetooth. I also found using Amazon music and SirusXM to lag/skip when the music is played through the Echo Dot. I also use Apple Siri with Homepod. Although, Siri is very limited with its applications compared to Amazon Alexa, I have Siri with Homepod less complicated and more predictable to use.",3.0 out of 5 stars
A great partner,"We got the Alexa Echo Plus to help us with simple things around the house, light control and some outlets mostly. My wife and I are handicapped The Dot has expanded it across the house. Sometimes there is too much background noise or we speak too fast, but otherwise it is indispensable to us. Setup takes less than 10 minutes and so easy.",4.0 out of 5 stars
At least someone understands what my kids are asking for,It’s Alexa and she is great! Can even on occasion decipher th garbled gibberish my children throw at her.,4.0 out of 5 stars
Altamente recomendable,Muy útil me encanta oigo música enciende mi tv mi sounbar ect gracias,5.0 out of 5 stars
An amazing home assistant,"This device has literally changed my life it is my alarm clock, I can use it to add things to my calendar, and speaker for listening to Audible while playing videogames.",5.0 out of 5 stars
Four Stars,The speaker is a bit weak.,4.0 out of 5 stars
Three Stars,was not what i expected,3.0 out of 5 stars
... some time to see how this works and I like it very much but some times it doesn't always ...,"It took me some time to see how this works and I like it very much but some times it doesn't always works, I think it has more to do with my internet connection.",5.0 out of 5 stars
Fantastic all around device,"I now have 8 echo dots in my house and I love them. We use them for routines, announcements, an intercom system and music. Most often the intercom (drop in feature) as we live in a 6 bedroom split level house with very thick walls, and we can talk to each other with ease using our echo!",5.0 out of 5 stars
Works great with my old stereo as a way to play cloud music,I like this device my son told me I was going to hate it he told me to get a different version by a competitor I decided for the $24 that it was on sale I would give it a shot what I found was it works perfectly for what I needed I have an old stereo and I like to listen to music I have been using Spotify and Amazon Music I wasn’t sure if the echo would support Spotify or Amazon music without a subscriptionI was pleasantly surprised that it supports both I didn’t actually set up Spotify so it still might require a subscription but the Amazon music work with just a normal prime account here and I now no longer have to get up to change song skip songs if it shows up by phone what’s playing and I can skip there also,5.0 out of 5 stars
Great...at first,"I've had my echo dot just shy of 2 years. My whole family loved it at first but it seems that after every update it gets significantly worse. She no longer learns from my requests. We have a lamp set up with a Wemo plugin that allows us to control the lamp functions with the echo. I have the lamp named ""lamp"" on both the echo and the wemo app. When I tell Alexa to turn lamp on, 75% of the time she hears me saying the word light instead of lamp. I get that the first letter is the same and there are the same amount of syllables but it's so different sounding. Then when the room is absolutely quiet, I will request Alexa to do something and she doesn't hear me. I can be within a single foot and she still won't hear me. If there was background noise, I would understand, but there isn't. There are other times when I will ask Alexa to set an alarm or to start a timer and she will but it will mysteriously cancel somewhere in the middle, which is highly inconvenient. Needless to say, I won't be buying any additional echos. I'm trying to figure out how to get rid of the 3 I already own.",2.0 out of 5 stars
Easy set up,You open the box and within minutes you’re enjoying your music. I got it a little bit ago so I haven’t explored all the features but so far the Echo has met all expectations.,5.0 out of 5 stars
We love this echo dot,We love this echo dot. It is a lot of fun to ask Alexa questions and plays the right kind of music. Even knows the temperature outside!,5.0 out of 5 stars
I love my Dots!,I have several around my home and office to play music and keep me company!,5.0 out of 5 stars
Great!,It was easy to set up and fun to use. Very helpful,5.0 out of 5 stars
"Fun, usable technology!","Liked my Echo Dot so well that I have purchased two more for the house! I use the reminders constantly, instead of writing myself note reminders...it now is my only alarm clock also! I am now converting my entire house to a smart house, with smart wifi plugs throughout, all controlled by voice! Really like it!",5.0 out of 5 stars
Works like big Alexa,I like to have our music choices playing in all 3 of our prime places.,5.0 out of 5 stars
Horrible speaker quality,Not impressed with the quality of the speaker. I first purchased an Amazon Echo and the sound quality of that item is great. The speaker in the Dot however is less than mediocre. I wish I was able to return it and purchase another Echo.,2.0 out of 5 stars
Small size and big volume.,I like the small size and big volume. Alexa can hear my commands wherever I am in the room.,5.0 out of 5 stars
Echo Dot,Love it.,5.0 out of 5 stars
not enough volume,not enough volume,1.0 out of 5 stars
AM I HEARING THINGS from outer space?,"Refer to another 1 star review that covers this topic. I started hearing very faint sounds and conversations in my house. I originally thought that neighbors were talking or their tv was on. Alas, the mystery solved...it's the 3 Echos around my place. Can neighbors with Alexa can hear me too? I called the Amazon Echo call center and was told I needed to buy their security program to solve this Echo reality. The price : $149 for 24 months.",1.0 out of 5 stars
Love this product,Great product and very useful,5.0 out of 5 stars
Great,I love using this in the bedroom with a smart plug to turn on the lamp along with other uses.,5.0 out of 5 stars
Great tool to have,This is my 4th Alexa and my kids love it,5.0 out of 5 stars
Love it.,I love this product. Am just learning what all it can do.,5.0 out of 5 stars
Need more!!! Love echo dot!!!,Absolutely love the drop in feature. When they have another 2 for $49.99 sale I will be buying more.,5.0 out of 5 stars
It's small,IT's okay in a bedroom or playroom. The sound is not that great but it's worth the price.,3.0 out of 5 stars
No longer connects to Bluetooth Speaker,"This little device was wonderful, very much a pleasing addition to the gizmos we rely on everyday...until, that is, it suddenly and inexplicably ceased connecting to the bluetooth intercom system we have in our home. I verified that the problem lies with the Dot and not the intercom system, to which I can connect faithfully and easily with every other device. I have yet to resolve this issue and, until I do, this product gets only two stars from me. BTW: this problem began only two weeks after we starting using the the Dot. :-(",2.0 out of 5 stars
A great small cousin of the echo,Setup can be a bit wonky but great product,4.0 out of 5 stars
Not bad,The only issue I have with this product is I can't figure out how to change my location for it. When I ask for the wheather it is not place of residence.,4.0 out of 5 stars
good useful product,I like this product.,5.0 out of 5 stars
Very easy to use,I use this product for everything. I have an autistic son; and with alexa we you her for reminders till I get home and ge is also able to send me messages till I get home.,5.0 out of 5 stars
Five Stars,ordered for kids as Christmas gifts after I enjoyed mine,5.0 out of 5 stars
Echo Dot,"The Echo Dot is good but it's lack of volume is disappointing. It's ok if you're playing music for yourself at your desk as background music, but it lacks the full rich sound of the Echo.",3.0 out of 5 stars
Sound quality better than anticipated,Got this to add to my bathroom mainly for getting all my morning info while getting ready for the day. Pleasantly surprised by the sound quality and am now also using it for tunes while in the shower.,5.0 out of 5 stars
Information,Business,5.0 out of 5 stars
Saavn app support,It doesn't support saavn audio app,3.0 out of 5 stars
Can't get linked to FireTV or Music Unlimited,"Very difficult to set up and use. I read and followed all directions, but was unable to get it to link to my FireTV or play music from my Amazon Music Unlimited account",1.0 out of 5 stars
Great for listening to music and Audible,"I use my Echo Dot daily, listening to music while I study and I listen to my Audible books while lounging. I wish it would understand more of the questions I ask, but it's my favorite new toy.",4.0 out of 5 stars
"Fun, but still more of a cute gadget than a reliable tool.","Cool little Gizmo. It is still training me, so it can be both amusing and irritating at the same time. Nice for managing music as well as the smart lights in our home.",4.0 out of 5 stars
"Small and powerful! Music,clock,timer,reminder,calendar and weather!","I love it. It is my alarm clock, music player, timer,reminder....yes I could go on and on! Love it!",5.0 out of 5 stars
Echo,Love it.,5.0 out of 5 stars
Fun extra STUFF,Pretty handy little device I mainly use it as a timer and I use it to play music other than that I don't really need it but it's fun to have anyway,5.0 out of 5 stars
Easy to use Echo Dot,Easy to set-up and easy to use,5.0 out of 5 stars
Great for college!,Love this small handy thing! My daughter took this to college and she loves it. Speaker works pretty well. She just wished it was portable.....wanted it to charge to take anywhere.,4.0 out of 5 stars
love tech,"Still learning all the capabilities of this device but we love it so far. Connecting or linking other devices is pretty simple too. Love that I can say ""Alexa...turn on the pump"" and it triggers a remote outlet to turn on the pump. Or ""Alexa...turn on the porch lights"" and it triggers a remote light switch that turns on the porch lights. The shopping cart or ""to-do"" list features are nice too!",5.0 out of 5 stars
Great product,Works great,5.0 out of 5 stars
Its OK.,I like the echos overall but the dot is too quiet. I can barely hear it in my shower. I wish I would have got the echo.,3.0 out of 5 stars
Alexa has your back!,"I love talking to Alexa. I get weather updates, baseball scores ; she plays music, she plays Jeopardy. I could go on and on and barely tap the surface. All this and I am not computer savvy. Love it.",5.0 out of 5 stars
Handy but quiet,This speaker barely wakes me up in the morning due to being so quiet. Had to move it to my bathroom for music and rely on my cell for being my alarm clock again.,3.0 out of 5 stars
Love it,Love it,5.0 out of 5 stars
Fun gadget.,"Fun gadget, a little scary. Listen to more music now.",5.0 out of 5 stars
What does it do?,Doesn’t seem to be a useful product for me,2.0 out of 5 stars
Great device!!!!! LOVE MY ECHO DOT,Love ANY Amazon products!,5.0 out of 5 stars
Great product!,"Great to have Echo Dot Alexa around the house! My shipment was delivered timely, as promised.",5.0 out of 5 stars
Fun for the whole family,Connects the whole house,5.0 out of 5 stars
Not working well,Keeps loosing signal and don't always respond to commands,1.0 out of 5 stars
Fun product.,Fun product.,5.0 out of 5 stars
Amazing tool for the home. I like that I can get answers about a language instantly!,Alexa is very responsive no matter who misusing it or what their voice seems to sound like. I like the fact that it will play individual songs as well.,5.0 out of 5 stars
Damn thing kept turn on and off (listening) even when ...,Damn thing kept turn on and off (listening) even when I turned off the remote listening tool. Yes there is one in the settings. I honestly am creeped out by this.,1.0 out of 5 stars
Great,Great value for my money,5.0 out of 5 stars
awesome,cant live without now,5.0 out of 5 stars
Amazing awesome little gadget!!,"Amazing, awesome little device! Loved it after 15 minutes having it! Alexa is the best!",5.0 out of 5 stars
Don’t expect it to last,Piece of junk. Stopped working and had internal problems just outside the pitiful six month warranty and Amazon told me to buy a new one. They offered a 15% discount and thought they were doing the right thing. Going with a different brand now.,1.0 out of 5 stars
Easy to set up,Using at school for my special needs classroom,5.0 out of 5 stars
Not so 'intelligent',"The echo is not as intelligent as google assistant. So many question it can't answer, and it's not recognize the contextual conversation.",1.0 out of 5 stars
"Good price at that time only $35,00",Helped me solving my problem turning on and off my light that has no switch,5.0 out of 5 stars
Dot,It's a dot. Getting it to connect to the wifi was hard. Need better instructions.,5.0 out of 5 stars
Amazing device to have on your night table!,"Received a prime membership exclusive promo code to get this nifty smart device for $15, bought it instantly, received it the same day with free same day shipping, and so far I'm enjoying it, nice thing to have for weather, music & alarms.",5.0 out of 5 stars
They are great!,"Works amazing! I have 3 dots and love having then spread out about the house. I used them for alarms, drinking games, grocery lists, reminders, and to buy stuff off Amazon!",5.0 out of 5 stars
Not Good,Not bass ready sounds more like a toy for a minor,3.0 out of 5 stars
5 stars product 100%,I didn’t expect that it has such a good quality,5.0 out of 5 stars
Has trouble understanding me,I feel that the Dot doesn’t understand me as well as the larger Echos. It could be my voice or the location of it though but I’m unsure. For such a small speaker it does have great sound.,3.0 out of 5 stars
Didn’t work after 7 months,"Two of the three chargers stopped working after 7 months. Loved these at first but now it sucks because I have to get new chargers, needless to say it won’t be these.",1.0 out of 5 stars
Five Stars,best thing in the world in my family and the kids love it ..,5.0 out of 5 stars
Spectacular product-skips during music playback chosen by Alexa,Really spectacular invention for the $$. Only thing is it skips and pauses during music. About once a minute.,4.0 out of 5 stars
Sound is the only difference,The dot work as well as the echo. The difference is the size and sound. The dot has a cheap sounding speaker but works really well with Bluetooth speaker. I don’t have any issue with it and would recommend it for compact size and not listen to music with the built in speaker.,5.0 out of 5 stars
Love it!,Love it!,5.0 out of 5 stars
Nice and easy,Just like asking questions..fun,5.0 out of 5 stars
Sufficient speakers for comnands,Love echo dots. Have them all over and control lights and electrical outlets with them. Weather reports and times are so handy I couldn't go without Alexa again.,5.0 out of 5 stars
Live like Iron Man,"I absolutely love these. After purchasing the first one and experiencing its versatility, I immediately began purchasing other units for various areas of my house. We have them integrated with Philip's Hue bulbs, Wemo light remotes and Lux thermostats and now our 1970's built home is a smart house! We are living like Iron Man and it's awesome. Now if they could just reprogram to answer to Jarvis....",5.0 out of 5 stars
Five Stars,love the product,5.0 out of 5 stars
Great product,Great features and very easy to use,5.0 out of 5 stars
Love it!,Works like a charm,5.0 out of 5 stars
Easy set up,Easy set up. Interfaces with Sonos.,5.0 out of 5 stars
Must have internet,"Very happy ,works perfectly .!",5.0 out of 5 stars
Drop in with me show and echo tower,Very happy with the dot,5.0 out of 5 stars
Love!,Love it! Can't wait to play with all the tricks it can do.,5.0 out of 5 stars
Good and slick,Good,5.0 out of 5 stars
My Alexa is special...,I enjoy figuring out the proper verbiage to get an answer.,5.0 out of 5 stars
What would I do without Alexa?!,It was very easy to set up and I use it on a daily basis!,5.0 out of 5 stars
A great add on.,It works awesome. The sound is pretty quiet.,5.0 out of 5 stars
I wouldn’t recommend it.,"It’s not very loud , i don’t really like it like i thought i was going to.",1.0 out of 5 stars
Buy one!,"I love this! Listen to music, use as an alarm clock, timer plus much more!",5.0 out of 5 stars
It's Echo,Great size for the bedroom,5.0 out of 5 stars
Perfect size and abilities,Perfect size yet able still do everything my Echo is able to do as well. I have not found a difference.,5.0 out of 5 stars
What I expected,It works,5.0 out of 5 stars
Echo,Excellent,5.0 out of 5 stars
Great mothers day gift,Love the unlimited music anf Alexa nusic suggestions according to my preferences..,5.0 out of 5 stars
Good for streaming bedtime music,"My young sons like this for bedtime music. I have to use Pandora for one and Amazon Music for the other as both only support one streaming device with my current subscription level.
Pandora is a bit more difficult as I have to start it from an Alexa App. This is likely because of the parental control enforced with Freetime.",4.0 out of 5 stars
It’s Fun!,This product is just fun! Recommend by friends at work. I’m sure I haven’t even began to figure out all it can do. But my kids have a fun time asking it questions. And playing music.,5.0 out of 5 stars
Excellent,Excellent,5.0 out of 5 stars
Excellent product!,Love all of our Echo products!,5.0 out of 5 stars
The service,"This product is great! I love Alexa, she is fab.",5.0 out of 5 stars
Love it,Enjoy it,5.0 out of 5 stars
The best Assistant on the market.,I love Alexa! I have 6 Echos now. I even have one in my car.,5.0 out of 5 stars
Greatl,It’s really good I like it,4.0 out of 5 stars
Steady as always,Worked just as expected.,5.0 out of 5 stars
Great item,I use it for business it’s great.,5.0 out of 5 stars
Works just as intended and more,"Works just as intended, good substitute for a alarm clock as well.",4.0 out of 5 stars
Great device,Love using the dot,5.0 out of 5 stars
Super fun and great music!,Great! Use it in the kitchen to listen to music and hooked it up to a external speaker for added sound! Enjoying immensely!,5.0 out of 5 stars
Echo. 2nd generation,Great product To use daily.,5.0 out of 5 stars
Never boring,"Fun all around. Enjoy playing music. Asking questions or everyday stuff. Tells u the weather, sports scores, headline news.",5.0 out of 5 stars
Works exactly as expected!,"Very responsive, use it all the time!",5.0 out of 5 stars
Very responsive even from the next room,Loving it!,5.0 out of 5 stars
Good product,We love those. All the kids (ages 1 to 12) use it very easily.,5.0 out of 5 stars
Fourth one and counting,Love it. This is my 4th one,5.0 out of 5 stars
Useful! Sound quality is not great!,I loved this little thing... until I got the echo and now the sound quality bothers me. It’s a super useful thing to have around though!,3.0 out of 5 stars
Knowledge,Not as knowledgeable as it sounds,3.0 out of 5 stars
My Personal Assistant.,I REALLY DO Like this Particular product because it acts like my personal assistant as well as an “Search Engine.”,5.0 out of 5 stars
Flashing yellow light means message or notification. Didn't know until I asked Alexa,It's fun to play with. My wife and kids love asking her to play music,5.0 out of 5 stars
Awesome,Great device,5.0 out of 5 stars
The best,Love it,5.0 out of 5 stars
Good but need the main one first,I like that I can drop in to other rooms of the house and add to my shopping list more. I don't really like the sound quality that much.,4.0 out of 5 stars
Love the echo,Bought for second room use. Love this set up.,5.0 out of 5 stars
Worth it,Works well with the firestick.,5.0 out of 5 stars
Great value,Excellent product. Great sound.,5.0 out of 5 stars
Coupon not valid on Business Account,"I ordered the Echo Dot for my grandson's birthday. Since I only have a business account and my daughter shared a promo code with me, I could not use the code. My daughter ended up ordering it on her personal account. When I tried to return the more expensive echo dot it would cost $7.25 to ship back, so not only did I lose out on the 25% off promotion, I was expected to pay $7.25 to send it back. What is up with that?",1.0 out of 5 stars
Great product,Works great!,5.0 out of 5 stars
Happy,Very happy with this purchase,5.0 out of 5 stars
Works like a charm,Easy to talk to and receive information from.,5.0 out of 5 stars
Amazing,Works amazing. Love all it can do,5.0 out of 5 stars
Pretty good but reduced in effectiveness,The speaker is obviously not as good as the full size but it also appears that the microphone is not as good. Frequently have difficulty with the wake words as well as commands.,4.0 out of 5 stars
Updates,Love the echo dot !!,5.0 out of 5 stars
Dot,Works great,5.0 out of 5 stars
Ok,One works great. The other has a lag,3.0 out of 5 stars
I love my Echo Dot!,I really like my Echo Dot a lot. I don't sleep well at night and when I wake up at different times I can ask Alexa for the time. Plus I love asking her to play music for me.,4.0 out of 5 stars
Easyiest way to get info,The echo dot is so handy when you need it. No regrets,5.0 out of 5 stars
Works well,Outstanding,5.0 out of 5 stars
Review the app and get familiar with the commands,Easy set up. No complaints so far.,4.0 out of 5 stars
No,No,1.0 out of 5 stars
takes some time to fully understand the capabilities of the unit,"The start up was easy, from there I havent thought of what to do with it.",3.0 out of 5 stars
Superb,Super nice,5.0 out of 5 stars
Excellent!,Very happy with it,5.0 out of 5 stars
Answer to all of my needs.,I love that she is just perfectly there whenever I need her.,5.0 out of 5 stars
So fun,Love it!,5.0 out of 5 stars
Great product,Love it! I do recommend getting a speaker with it if you want to hear music from other rooms.,5.0 out of 5 stars
"AOK, as expected","AOK, as expected",5.0 out of 5 stars
Echo,Disliked,1.0 out of 5 stars
Love to talk to our Echo Dot and actually get help.,"We have two, love these little Echo Dots.",5.0 out of 5 stars
Just Right,"I like that it is small enough to be out of sight, yet strong enough as the Echo",5.0 out of 5 stars
Fun toy.,Bought two of these 'cause they were on sale. Had no clue who or what Alexa was when I got these. Pretty easy to set up. Went with the Amazon Music Unlimited to make the purchase better. My only disappointment is that my new Fire Tv 4k remote won't connect with this Echo. Bought some Smart switches so I can turn on my coffee maker with Alexa or my phone. Fun toy..,5.0 out of 5 stars
Easy to use,"Love it, gives info, plays games, plays music, wakes me up.",5.0 out of 5 stars
My little assistant... She helps me keep the basics together.,She keeps me together. I most often use her to check time. I've struggled for a long time with keeping on top of things. Being able to keep lists that can be accessed at the grocery store has helped keep me on point when shopping. It wakes me every morning and it doesn't annoy me with a blaring beeping noise every morning like old style clocks. She is great with a quick timer. She leaves something to be desired when it comes to reminders but there are skills for that I am investigating. She's quick with basic math problems. Her basic weather reports are decent and accurate as long as you put in your address. Her question answering skills are basic at best but I'm sure she will grow as Amazon continues to grow her AI database. I know I've only scratched the surface as there are many useful skills that can help me.,5.0 out of 5 stars
Alexa is Amazing!,"Alexa is GREAT entertainment and helpful, too!",5.0 out of 5 stars
